Source,Target,Board
0C7W25-E,075Z45-E,"Leader Dogs For The Blind, Inc."
0C7W2B-E,075Z45-E,"Leader Dogs For The Blind, Inc."
0C7W2G-E,075Z45-E,"Leader Dogs For The Blind, Inc."
0C7W2M-E,075Z45-E,"Leader Dogs For The Blind, Inc."
0C7W2J-E,075Z45-E,"Leader Dogs For The Blind, Inc."
0C7W2Q-E,075Z45-E,"Leader Dogs For The Blind, Inc."
0C7W0Q-E,075Z45-E,"Leader Dogs For The Blind, Inc."
0C7W30-E,075Z45-E,"Leader Dogs For The Blind, Inc."
076M6J-E,075Z45-E,"Leader Dogs For The Blind, Inc."
09T01T-E,075Z45-E,"Leader Dogs For The Blind, Inc."
0C9C39-E,075Z45-E,"Leader Dogs For The Blind, Inc."
0C9C3C-E,075Z45-E,"Leader Dogs For The Blind, Inc."
0C9C51-E,075Z45-E,"Leader Dogs For The Blind, Inc."
076M78-E,075Z45-E,"Leader Dogs For The Blind, Inc."
0C9C52-E,075Z45-E,"Leader Dogs For The Blind, Inc."
0C9C54-E,075Z45-E,"Leader Dogs For The Blind, Inc."
0C9C58-E,075Z45-E,"Leader Dogs For The Blind, Inc."
0C9C5B-E,075Z45-E,"Leader Dogs For The Blind, Inc."
0C9C5G-E,075Z45-E,"Leader Dogs For The Blind, Inc."
06VLJY-E,075Z45-E,"Leader Dogs For The Blind, Inc."
0649WS-E,075Z45-E,"Leader Dogs For The Blind, Inc."
0C9C5H-E,075Z45-E,"Leader Dogs For The Blind, Inc."
0C9C5J-E,075Z45-E,"Leader Dogs For The Blind, Inc."
076M54-E,075Z45-E,"Leader Dogs For The Blind, Inc."
0C9C5K-E,075Z45-E,"Leader Dogs For The Blind, Inc."
0C9C5N-E,075Z45-E,"Leader Dogs For The Blind, Inc."
076M65-E,075Z45-E,"Leader Dogs For The Blind, Inc."
0C9C5Q-E,075Z45-E,"Leader Dogs For The Blind, Inc."
0CGZMK-E,05KR0B-E,The Automotive Industry Action Group
080G5N-E,05KR0B-E,The Automotive Industry Action Group
0CGZMG-E,05KR0B-E,The Automotive Industry Action Group
0CL2VY-E,07N96N-E,Greater Detroit Resource Recovery Authority
0CL2WD-E,07N96N-E,Greater Detroit Resource Recovery Authority
0CL2WK-E,07N96N-E,Greater Detroit Resource Recovery Authority
0CXY9V-E,07N96N-E,Greater Detroit Resource Recovery Authority
0CL2WW-E,07N96N-E,Greater Detroit Resource Recovery Authority
07NC96-E,07N96N-E,Greater Detroit Resource Recovery Authority
0CP3VQ-E,083HYT-E,"Conway Mackenzie, Inc."
005XN2-E,083HYT-E,"Conway Mackenzie, Inc."
00DJTC-E,083HYT-E,"Conway Mackenzie, Inc."
0CQTY6-E,0CQTWF-E,"ALTe Powertrain Technologies, Inc."
0CQTXT-E,0CQTWF-E,"ALTe Powertrain Technologies, Inc."
0CQRFL-E,0CQTWF-E,"ALTe Powertrain Technologies, Inc."
0CSY5T-E,008LJ9-E,"Crestmark Bancorp, Inc."
0CSY68-E,008LJ9-E,"Crestmark Bancorp, Inc."
0BK6X7-E,008LJ9-E,"Crestmark Bancorp, Inc."
0CSY5C-E,008LJ9-E,"Crestmark Bancorp, Inc."
0CVG3K-E,07TG1W-E,Covenant House Michigan
0CDNWT-E,07TG1W-E,Covenant House Michigan
0CWSQ3-E,07XLZ4-E,MIC Customs Solutions
0CWSQG-E,07XLZ4-E,MIC Customs Solutions
0CWSPR-E,07XLZ4-E,MIC Customs Solutions
0CWSR4-E,07XLZ4-E,MIC Customs Solutions
0CWSRB-E,07XLZ4-E,MIC Customs Solutions
0CWSR1-E,07XLZ4-E,MIC Customs Solutions
0CWSPZ-E,07XLZ4-E,MIC Customs Solutions
0CXZC6-E,05L996-E,"Smithgroup Companies, Inc."
0CXZC0-E,05L996-E,"Smithgroup Companies, Inc."
0CXZCB-E,05L996-E,"Smithgroup Companies, Inc."
0D6T1M-E,07PYVQ-E,Thumb Electric Cooperative of Michigan
09JDSY-E,07PYVQ-E,Thumb Electric Cooperative of Michigan
09JDS7-E,07PYVQ-E,Thumb Electric Cooperative of Michigan
09JDR7-E,07PYVQ-E,Thumb Electric Cooperative of Michigan
09JDRL-E,07PYVQ-E,Thumb Electric Cooperative of Michigan
09JDPP-E,07PYVQ-E,Thumb Electric Cooperative of Michigan
0DSR3K-E,07PYVQ-E,Thumb Electric Cooperative of Michigan
09JDSJ-E,07PYVQ-E,Thumb Electric Cooperative of Michigan
09JDP2-E,07PYVQ-E,Thumb Electric Cooperative of Michigan
0D7ZG6-E,064K04-E,GreenStone Farm Credit Services
0DH6HY-E,064K04-E,GreenStone Farm Credit Services
0DH6HH-E,064K04-E,GreenStone Farm Credit Services
0DH6HB-E,064K04-E,GreenStone Farm Credit Services
07N03P-E,064K04-E,GreenStone Farm Credit Services
0D7ZFZ-E,064K04-E,GreenStone Farm Credit Services
07N03S-E,064K04-E,GreenStone Farm Credit Services
07N03M-E,064K04-E,GreenStone Farm Credit Services
07N03Q-E,064K04-E,GreenStone Farm Credit Services
007KNH-E,064K04-E,GreenStone Farm Credit Services
0DH6GY-E,064K04-E,GreenStone Farm Credit Services
0D7ZFR-E,064K04-E,GreenStone Farm Credit Services
07473L-E,064K04-E,GreenStone Farm Credit Services
0770ZL-E,064K04-E,GreenStone Farm Credit Services
07N03Y-E,064K04-E,GreenStone Farm Credit Services
07N040-E,064K04-E,GreenStone Farm Credit Services
0DH6J9-E,064K04-E,GreenStone Farm Credit Services
0D7ZFX-E,064K04-E,GreenStone Farm Credit Services
0DH6GH-E,064K04-E,GreenStone Farm Credit Services
06H1T7-E,064K04-E,GreenStone Farm Credit Services
0DH6FS-E,064K04-E,GreenStone Farm Credit Services
07N048-E,064K04-E,GreenStone Farm Credit Services
0DCG30-E,05MKJS-E,Accelerator Group LLC
08FDFX-E,05MKJS-E,Accelerator Group LLC
07DR23-E,05MKJS-E,Accelerator Group LLC
0DH9LS-E,05SHTZ-E,JSJ Corporation
06VPN3-E,05SHTZ-E,JSJ Corporation
06VPN8-E,05SHTZ-E,JSJ Corporation
0CH0NW-E,05SHTZ-E,JSJ Corporation
0BGBKM-E,05SHTZ-E,JSJ Corporation
05GND3-E,05SHTZ-E,JSJ Corporation
008WJM-E,05SHTZ-E,JSJ Corporation
06VPPK-E,05SHTZ-E,JSJ Corporation
06H1ZG-E,05SHTZ-E,JSJ Corporation
083TFF-E,05SHTZ-E,JSJ Corporation
065PX6-E,05SHTZ-E,JSJ Corporation
0DM61P-E,06438T-E,"Electro-Matic Products, Inc."
0DM5ZM-E,06438T-E,"Electro-Matic Products, Inc."
0DN78B-E,05M5C9-E,"Gordon Food Service, Inc."
061R5J-E,05M5C9-E,"Gordon Food Service, Inc."
0C6P0J-E,05M5C9-E,"Gordon Food Service, Inc."
0DN77R-E,05M5C9-E,"Gordon Food Service, Inc."
0DN78D-E,05M5C9-E,"Gordon Food Service, Inc."
065K59-E,05M5C9-E,"Gordon Food Service, Inc."
05DY4K-E,05M5C9-E,"Gordon Food Service, Inc."
063V5X-E,000HN9-E,Dow Corning Corp.
06929K-E,000HN9-E,Dow Corning Corp.
05G4JS-E,000HN9-E,Dow Corning Corp.
068XB8-E,000HN9-E,Dow Corning Corp.
006GK8-E,000HN9-E,Dow Corning Corp.
006KY1-E,000HN9-E,Dow Corning Corp.
005F22-E,000HN9-E,Dow Corning Corp.
0076VQ-E,000HN9-E,Dow Corning Corp.
0CGK93-E,000HN9-E,Dow Corning Corp.
05DXCL-E,000HN9-E,Dow Corning Corp.
06NMPN-E,000HN9-E,Dow Corning Corp.
0BKHV7-E,000HN9-E,Dow Corning Corp.
06FXMC-E,000HN9-E,Dow Corning Corp.
06D0XH-E,065MVP-E,RouteOne LLC
06GT3Q-E,065MVP-E,RouteOne LLC
074T1Q-E,065MVP-E,RouteOne LLC
05FHVQ-E,071WCB-E,Spartan Steel Coating LLC
065XG9-E,05VT3Z-E,Vector Pipeline LP
0649C9-E,0652V8-E,Percepta LLC
001C62-E,05ZNS3-E,"XPO Express, Inc."
001HP2-E,05RDDB-E,"Rugged Liner, Inc."
001HRC-E,05MN4C-E,"Zelenka Nursery, Inc."
001ZRF-E,0013JY-E,"Mechanical Dynamics, Inc."
002Y1P-E,06G0FF-E,"GIB, Inc."
0030H3-E,05VF75-E,TI Automotive
0044ZQ-E,000R3D-E,TechTeam Global Inc.
004CXD-E,0CMQFQ-E,Azaz Capital Corp.
004FKX-E,05MFY5-E,Delphi Automotive Systems LLC
004WM4-E,06FTD1-E,"Con-Way Freight, Inc."
004Z39-E,06FJ8H-E,"PVS Technologies, Inc."
004ZDB-E,0DBCRP-E,Syncreon Holdings Ltd.
00507Z-E,063NXP-E,The Brown Corp. of America LLC
0055ZW-E,0B38QV-E,Ann Arbor State Bank (Michigan)
005NWW-E,05MFR6-E,Reassure America Life Insurance Co.
005QQR-E,0644XX-E,ANXeBusiness Corp.
005TFT-E,06MKCJ-E,"Midwest Loan Services, Inc."
006X23-E,06VLQG-E,Reid Supply Co.
007D4R-E,003GB0-E,"Plastipak Packaging, Inc."
007DXK-E,000PZ1-E,DTE Gas Co.
007F6K-E,007R99-E,"MGM Grand Detroit, Inc."
007XDQ-E,0641LS-E,DuPont Automotive Co.
0085DG-E,06Z2HW-E,United Solar Ovonic LLC
00873J-E,073GXX-E,Bank of Michigan
0088T7-E,06Q7NY-E,Capitol National Bank
00CY7L-E,06Q8M3-E,Talmer West Bank
05DY4K-E,05RZXK-E,Union Pump Co.
05DY99-E,07R9YK-E,Traverse City State Bank
05F3YJ-E,001B2N-E,Chase Industries Inc.
05FD34-E,0CJFFP-E,"Auto Club Trust, FSB"
05FG0Q-E,06S4C3-E,Fusion Education Group
05FHVQ-E,0688BG-E,TWB Co. LLC
05FJBS-E,06Q8QY-E,"The National Association of Black Suppliers, Inc."
05FV08-E,07ZC3C-E,The Paslin Co.
05FW0W-E,007KW7-E,TD Auto Finance LLC
05G1C9-E,074FHG-E,International Transmission Co. Holding Corp.
05G5RY-E,06P4YS-E,Home-Owners Insurance Co.
05G6MP-E,078G5D-E,"Kalsec, Inc."
05G8Z6-E,000DMF-E,Champion Enterprises
05GB3Y-E,008XYP-E,"Pioneer Surgical Technology, Inc."
05GK9F-E,0641GW-E,Dunham's Athleisure Corp.
05GZ7R-E,00205G-E,Gerber Childrenswear Inc.
05H87F-E,07P166-E,Burke E. Porter Machinery Co.
05H9M9-E,064405-E,Amway Corp.
05HDN4-E,000PDY-E,Manatron Inc Com
05HHHZ-E,06RFSR-E,Semco Energy Gas Co.
05HP79-E,06426F-E,"Walden Book Co., Inc."
05JKGQ-E,06GHL7-E,Amerisure Insurance Co.
05KKSJ-E,07CTLY-E,"MarketLab, Inc."
05Q755-E,0BBFZD-E,"Logicalis Us Holdings, Inc."
05X4KD-E,068VPQ-E,Wintek Electro Optics Corp.
05XLQZ-E,000JHF-E,Federal-Mogul Holdings Corp Warrants 2007-27.12.14 On Shs
05Z0RQ-E,064Y75-E,Dematic Corp.
0617KX-E,06YM29-E,EMCON Technologies LLC
061MMQ-E,05N6MZ-E,Robert Bosch LLC
061QHW-E,062VJ9-E,The Johnson Corp.
062B6S-E,05XCJH-E,"Sterling Technologies, Inc."
062BPT-E,069WBR-E,Detroit Legal News Publishing LLC
062C44-E,06CLYP-E,Android Industries LLC
062FSV-E,065D1S-E,"Sensicore, Inc."
062HYB-E,002XN3-E,Pavilion Bancorp Inc Com
0635JL-E,00388B-E,Regents of The University of Michigan
063J2Q-E,06JSC4-E,"ESI North America, Inc."
0649C9-E,06XHRD-E,American Road Insurance Co.
064K5X-E,05ND5R-E,Michigan Electric Transmission Co. LLC
065CJR-E,063N6T-E,"D&W Food Centers, Inc."
065NCS-E,064LV9-E,Jervis B. Webb Co.
065TXK-E,0643VV-E,FANUC Robotics America Corp.
065XSZ-E,00CD34-E,Acrisure LLC
066540-E,05SX2G-E,"Powerlasers, Inc."
0675GJ-E,06400F-E,Jasper Cabinet Co.
067FPZ-E,06TX7R-E,Nexlink Communications LLC
067N97-E,060C6Z-E,"Moonlight Industries, Inc."
067NZ3-E,06CRCH-E,Michigan Hospitalists PC
067SBX-E,063W1L-E,Campbell-Ewald Co.
069DZ2-E,067JPH-E,"Astral, Inc."
069RY8-E,063YD3-E,"Detroit Tigers, Inc."
06BGK3-E,074MMT-E,K-R Automation Corp.
06C6J3-E,00B5V1-E,"Cooper Standard Automotive FHS, Inc."
06CRLY-E,06QCLN-E,Roush Fenway Racing
06D5J4-E,079V14-E,Carlton Creek Ironworks LLC
06DRW1-E,05MG72-E,"DENSO International America, Inc."
06FXMC-E,07P6MX-E,Dow Chemical Employees' Credit Union
06GLZN-E,06C2C1-E,"T/J Technologies, Inc."
06H5X7-E,05MGF1-E,DeZURIK
06HBJV-E,0CGW5Z-E,"Plasan Carbon Composites, Inc."
06J6L1-E,06GBR5-E,GVCwinstar
06JDSY-E,06DL7H-E,"Taylor Technologies, Inc."
06JSG1-E,080FZ2-E,"Spectrum Health Hospitals, Inc."
06KHZM-E,05KH1X-E,R. L. Polk & Co.
06PLD5-E,063CCL-E,Sircon Corp.
06PZJC-E,0652R4-E,St. John Oakland Hospital
06RJMS-E,0656FC-E,"Valeo, Inc."
06RL53-E,0CJYGJ-E,General Dynamics Support Services Co.
06TRG0-E,0DH55T-E,"Train Travel, Inc."
06TZ8M-E,05Q1JR-E,Alma Products Co.
06TZNR-E,05MJ13-E,Dow Corning Electronics
06V6RC-E,07KCTT-E,Asset Acceptance LLC
06W4RN-E,06W4QB-E,"University Bank (Ann Arbor, Michigan)"
06WTKX-E,05PKHB-E,"Lion Compact Energy, Inc."
06YWQR-E,06YWMX-E,SensiGen LLC
0701F7-E,007JMF-E,Kinderstreet Corp.
0714VP-E,007JPR-E,"Legend Motors Worldwide, Inc."
071YKH-E,0CMXFT-E,Severstal Dearborn LLC
075YF1-E,0CZBXF-E,West Shore Bank
076S2J-E,063XNJ-E,"AJAX Metal Processing, Inc."
076XG2-E,00734Z-E,"StanTech, Inc."
078H7Y-E,080MVJ-E,McLaren Regional Medical Center
078H7Y-E,09HRB1-E,Boys & Girls Club of Greater Flint
07BF37-E,06841H-E,"JAC Products, Inc."
07BW2T-E,000KXP-E,Gelman Sciences Inc.
07HWYR-E,05QKK9-E,Centromine
07KBD2-E,080HR6-E,Daifuku Webb Holding Co.
07KX2X-E,05NLG2-E,"Holding Group, Inc."
07MSYV-E,05MMNQ-E,Carlson Real Estate
07N06X-E,06NK46-E,Auto Club Insurance Association
07N5TG-E,0039D7-E,Edison Sault Electric Co.
07P42W-E,07HZ70-E,"FEV, Inc."
07P42W-E,081KTL-E,"DGE, Inc."
0886BL-E,07P59Z-E,Clinton Memorial Hospital
08XTM4-E,07QV0Z-E,Fan-Tastic Vent Corp.
09536D-E,06J3T7-E,"Danlaw, Inc."
09MGJ5-E,0CP119-E,"Summit Digital, Inc."
09Q2DN-E,009QQV-E,"Arbor Photonics, Inc."
09QV6F-E,05KZFV-E,"Global Technology, Inc."
09SG8G-E,09SP6F-E,Michigan University of School of Natural Resources & Environm
09T5ZY-E,0809XX-E,"Owens Cos., Inc."
09WB87-E,083N5C-E,"Delfingen US, Inc."
0B20YB-E,065F2L-E,AISIN World Corp. of America
0B5P9K-E,0021L5-E,#N/A
0B5P9K-E,06428S-E,Children's Hospital of Michigan
0B6YTY-E,07673P-E,Boys & Girls Republic
0BCPYR-E,07Y5G5-E,"Emmeskay, Inc."
0BLYXP-E,05M8GJ-E,"XanEdu Publishing, Inc."
0BQ437-E,000NY5-E,Kysor Industrial Corporation
0C0T4S-E,09HRBP-E,Silbond Corporation
0C18X1-E,07Z203-E,Smercina Charitable Partners LLC
0C1G9X-E,064WWV-E,"Sensor Developments, Inc."
0C26PW-E,089BPF-E,Hemlock Semiconductor Corp.
0C33JD-E,0C33GR-E,"Red Cedar Technology, Inc."
0C6JCT-E,080LHH-E,A.M. Todd Co.
0CHZQS-E,064HY8-E,Bronson Methodist Hospital
0CW5T0-E,000R9R-E,"Newcor, Inc."
0CZ154-E,0CZ13Q-E,"Michigan Rehabilitation Specialists, Inc."
0D4HB2-E,0CC32S-E,Marquette Rail LLC
0DCQDV-E,07B261-E,"Jasper Clinical Research & Development, Inc."
0DMWPG-E,064CCH-E,Flat Rock Assembly Plant
07KPXM-E,0641SC-E,Michigan Economic Development Corp.
07KPXP-E,0641SC-E,Michigan Economic Development Corp.
07KPXV-E,0641SC-E,Michigan Economic Development Corp.
0BXRP1-E,0641SC-E,Michigan Economic Development Corp.
070F39-E,0641SC-E,Michigan Economic Development Corp.
07KQ2T-E,0641SC-E,Michigan Economic Development Corp.
07KQ6K-E,0641SC-E,Michigan Economic Development Corp.
07KQ73-E,0641SC-E,Michigan Economic Development Corp.
05DV5D-E,0641SC-E,Michigan Economic Development Corp.
07KQ7L-E,0641SC-E,Michigan Economic Development Corp.
05FC14-E,0641SC-E,Michigan Economic Development Corp.
05FHBZ-E,0641SC-E,Michigan Economic Development Corp.
07KQ8C-E,0641SC-E,Michigan Economic Development Corp.
07KQ8K-E,0641SC-E,Michigan Economic Development Corp.
07KQQJ-E,0641SC-E,Michigan Economic Development Corp.
0BXRP8-E,0641SC-E,Michigan Economic Development Corp.
0B5F3W-E,0641SC-E,Michigan Economic Development Corp.
0B5TNJ-E,0641SC-E,Michigan Economic Development Corp.
07KQ9F-E,0641SC-E,Michigan Economic Development Corp.
07KQ9K-E,0641SC-E,Michigan Economic Development Corp.
0780V9-E,0641SC-E,Michigan Economic Development Corp.
0BXRPW-E,0641SC-E,Michigan Economic Development Corp.
07KQCZ-E,0641SC-E,Michigan Economic Development Corp.
0BXRPY-E,0641SC-E,Michigan Economic Development Corp.
05HP9S-E,0641SC-E,Michigan Economic Development Corp.
07KQDH-E,0641SC-E,Michigan Economic Development Corp.
07KQQF-E,0641SC-E,Michigan Economic Development Corp.
007DXV-E,0641SC-E,Michigan Economic Development Corp.
0BXRPZ-E,0641SC-E,Michigan Economic Development Corp.
0BXRQ2-E,0641SC-E,Michigan Economic Development Corp.
0BXRQ4-E,0641SC-E,Michigan Economic Development Corp.
07KQF9-E,0641SC-E,Michigan Economic Development Corp.
0B21SG-E,0641SC-E,Michigan Economic Development Corp.
0BXRQB-E,0641SC-E,Michigan Economic Development Corp.
0BXRQH-E,0641SC-E,Michigan Economic Development Corp.
07KQGW-E,0641SC-E,Michigan Economic Development Corp.
0BXRQL-E,0641SC-E,Michigan Economic Development Corp.
07KQH0-E,0641SC-E,Michigan Economic Development Corp.
07KQH8-E,0641SC-E,Michigan Economic Development Corp.
07KQHD-E,0641SC-E,Michigan Economic Development Corp.
07KQHH-E,0641SC-E,Michigan Economic Development Corp.
07KQHV-E,0641SC-E,Michigan Economic Development Corp.
07KQJ0-E,0641SC-E,Michigan Economic Development Corp.
0048HY-E,0641SC-E,Michigan Economic Development Corp.
0B1K9V-E,0641SC-E,Michigan Economic Development Corp.
0BWCLT-E,0641SC-E,Michigan Economic Development Corp.
0BXRQT-E,0641SC-E,Michigan Economic Development Corp.
07KQDK-E,0641SC-E,Michigan Economic Development Corp.
07KQDQ-E,0641SC-E,Michigan Economic Development Corp.
05JRBG-E,0641SC-E,Michigan Economic Development Corp.
07KQF5-E,0641SC-E,Michigan Economic Development Corp.
0BXRQZ-E,0641SC-E,Michigan Economic Development Corp.
07KQFT-E,0641SC-E,Michigan Economic Development Corp.
0BXRR5-E,0641SC-E,Michigan Economic Development Corp.
06FWKW-E,0641SC-E,Michigan Economic Development Corp.
0BXRRC-E,0641SC-E,Michigan Economic Development Corp.
05F66B-E,0641SC-E,Michigan Economic Development Corp.
07KQG2-E,0641SC-E,Michigan Economic Development Corp.
07KQGG-E,0641SC-E,Michigan Economic Development Corp.
06HQJG-E,0641SC-E,Michigan Economic Development Corp.
07KQ80-E,0641SC-E,Michigan Economic Development Corp.
07KQ86-E,0641SC-E,Michigan Economic Development Corp.
07KQ8J-E,0641SC-E,Michigan Economic Development Corp.
07KQ8R-E,0641SC-E,Michigan Economic Development Corp.
07KQBP-E,0641SC-E,Michigan Economic Development Corp.
07KQBT-E,0641SC-E,Michigan Economic Development Corp.
07KQBV-E,0641SC-E,Michigan Economic Development Corp.
0BXRRG-E,0641SC-E,Michigan Economic Development Corp.
07KQBY-E,0641SC-E,Michigan Economic Development Corp.
05G1QB-E,0641SC-E,Michigan Economic Development Corp.
06DRX3-E,0641SC-E,Michigan Economic Development Corp.
07KQC8-E,0641SC-E,Michigan Economic Development Corp.
0B5TP4-E,0641SC-E,Michigan Economic Development Corp.
07KQDR-E,0641SC-E,Michigan Economic Development Corp.
07KQDX-E,0641SC-E,Michigan Economic Development Corp.
07KQF1-E,0641SC-E,Michigan Economic Development Corp.
07KQF6-E,0641SC-E,Michigan Economic Development Corp.
07KQF8-E,0641SC-E,Michigan Economic Development Corp.
06D1DQ-E,064MXM-E,Health Alliance Plan of Michigan
07B0HG-E,064MXM-E,Health Alliance Plan of Michigan
07B0HW-E,064MXM-E,Health Alliance Plan of Michigan
06D1F6-E,064MXM-E,Health Alliance Plan of Michigan
06D1F7-E,064MXM-E,Health Alliance Plan of Michigan
006HHJ-E,064MXM-E,Health Alliance Plan of Michigan
0CDNWT-E,064MXM-E,Health Alliance Plan of Michigan
06D1FJ-E,064MXM-E,Health Alliance Plan of Michigan
07B0J4-E,064MXM-E,Health Alliance Plan of Michigan
06D1FR-E,064MXM-E,Health Alliance Plan of Michigan
06D1FV-E,064MXM-E,Health Alliance Plan of Michigan
06D1FZ-E,064MXM-E,Health Alliance Plan of Michigan
07B0JF-E,064MXM-E,Health Alliance Plan of Michigan
0CZPT1-E,064MXM-E,Health Alliance Plan of Michigan
065LBV-E,064MXM-E,Health Alliance Plan of Michigan
06D1G7-E,064MXM-E,Health Alliance Plan of Michigan
07B0JQ-E,064MXM-E,Health Alliance Plan of Michigan
07B0JT-E,064MXM-E,Health Alliance Plan of Michigan
07B0JZ-E,064MXM-E,Health Alliance Plan of Michigan
084W0T-E,07R1Y0-E,"Integrated Health Associates, Inc."
06BQSJ-E,07R1Y0-E,"Integrated Health Associates, Inc."
0DRLZ2-E,07R1Y0-E,"Integrated Health Associates, Inc."
084W1H-E,07R1Y0-E,"Integrated Health Associates, Inc."
084W2V-E,07R1Y0-E,"Integrated Health Associates, Inc."
0DWM2H-E,07R1Y0-E,"Integrated Health Associates, Inc."
084W35-E,07R1Y0-E,"Integrated Health Associates, Inc."
0CPWFS-E,07R1Y0-E,"Integrated Health Associates, Inc."
084W64-E,07R1Y0-E,"Integrated Health Associates, Inc."
084W75-E,07R1Y0-E,"Integrated Health Associates, Inc."
0CPWFT-E,07R1Y0-E,"Integrated Health Associates, Inc."
0C281Z-E,07R1Y0-E,"Integrated Health Associates, Inc."
084W7G-E,07R1Y0-E,"Integrated Health Associates, Inc."
084W7V-E,07R1Y0-E,"Integrated Health Associates, Inc."
0DD8CD-E,07R1Y0-E,"Integrated Health Associates, Inc."
084W83-E,07R1Y0-E,"Integrated Health Associates, Inc."
0DRLY7-E,07R1Y0-E,"Integrated Health Associates, Inc."
0DRLYH-E,07R1Y0-E,"Integrated Health Associates, Inc."
0DRLYN-E,07R1Y0-E,"Integrated Health Associates, Inc."
083HZZ-E,064HRW-E,Hackley Hospital
0BN1TB-E,064HRW-E,Hackley Hospital
083J0B-E,064HRW-E,Hackley Hospital
0BN1VW-E,064HRW-E,Hackley Hospital
083J1D-E,064HRW-E,Hackley Hospital
083J1X-E,064HRW-E,Hackley Hospital
077ZX9-E,064HRW-E,Hackley Hospital
0D1KSJ-E,064HRW-E,Hackley Hospital
0041WT-E,064HRW-E,Hackley Hospital
06CT0Z-E,064HRW-E,Hackley Hospital
083J3T-E,064HRW-E,Hackley Hospital
07NP1S-E,064HRW-E,Hackley Hospital
083J4Y-E,064HRW-E,Hackley Hospital
083J15-E,064HRW-E,Hackley Hospital
083J56-E,064HRW-E,Hackley Hospital
006X3B-E,064HRW-E,Hackley Hospital
0D1KVV-E,064HRW-E,Hackley Hospital
006TPP-E,06PFDY-E,Chemical Bank
05G2FP-E,06PFDY-E,Chemical Bank
05KM5V-E,06PFDY-E,Chemical Bank
05DW24-E,06PFDY-E,Chemical Bank
00CJV9-E,06PFDY-E,Chemical Bank
005DT8-E,06PFDY-E,Chemical Bank
07B3SW-E,06PFDY-E,Chemical Bank
06C2MS-E,06PFDY-E,Chemical Bank
0031CR-E,06PFDY-E,Chemical Bank
05DW26-E,06PFDY-E,Chemical Bank
05DW27-E,06PFDY-E,Chemical Bank
06C2N4-E,06PFDY-E,Chemical Bank
05X3BJ-E,06PFDY-E,Chemical Bank
06C2N9-E,06PFDY-E,Chemical Bank
05DVS2-E,06PFDY-E,Chemical Bank
06BRLZ-E,06PFDY-E,Chemical Bank
067H9K-E,064CGK-E,Blue Care Network of Michigan
066104-E,064CGK-E,Blue Care Network of Michigan
067H9V-E,064CGK-E,Blue Care Network of Michigan
067H9Y-E,064CGK-E,Blue Care Network of Michigan
06Y0DB-E,064CGK-E,Blue Care Network of Michigan
067HB7-E,064CGK-E,Blue Care Network of Michigan
067HB8-E,064CGK-E,Blue Care Network of Michigan
067H93-E,064CGK-E,Blue Care Network of Michigan
067H9H-E,064CGK-E,Blue Care Network of Michigan
067H9N-E,064CGK-E,Blue Care Network of Michigan
067H9T-E,064CGK-E,Blue Care Network of Michigan
06Y0DM-E,064CGK-E,Blue Care Network of Michigan
067H84-E,064CGK-E,Blue Care Network of Michigan
065C9K-E,064CGK-E,Blue Care Network of Michigan
067H9W-E,064CGK-E,Blue Care Network of Michigan
065C9G-E,064CGK-E,Blue Care Network of Michigan
06899C-E,064L8Y-E,Crittenton Hospital Medical Center (Michigan)
0CPYMB-E,064L8Y-E,Crittenton Hospital Medical Center (Michigan)
07GH92-E,064L8Y-E,Crittenton Hospital Medical Center (Michigan)
07GH8Y-E,064L8Y-E,Crittenton Hospital Medical Center (Michigan)
0CPYMH-E,064L8Y-E,Crittenton Hospital Medical Center (Michigan)
0CPYML-E,064L8Y-E,Crittenton Hospital Medical Center (Michigan)
0CPYMX-E,064L8Y-E,Crittenton Hospital Medical Center (Michigan)
0DM85S-E,064L8Y-E,Crittenton Hospital Medical Center (Michigan)
07GH9N-E,064L8Y-E,Crittenton Hospital Medical Center (Michigan)
09J0LK-E,064L8Y-E,Crittenton Hospital Medical Center (Michigan)
0CW8BH-E,064L8Y-E,Crittenton Hospital Medical Center (Michigan)
0689BG-E,064L8Y-E,Crittenton Hospital Medical Center (Michigan)
06899W-E,064L8Y-E,Crittenton Hospital Medical Center (Michigan)
0689B9-E,064L8Y-E,Crittenton Hospital Medical Center (Michigan)
001Y6S-E,064L8Y-E,Crittenton Hospital Medical Center (Michigan)
07GH9C-E,064L8Y-E,Crittenton Hospital Medical Center (Michigan)
06LF1L-E,06VXPQ-E,ChoiceOne Bank
004QH3-E,06VXPQ-E,ChoiceOne Bank
0047R0-E,06VXPQ-E,ChoiceOne Bank
06LF1R-E,06VXPQ-E,ChoiceOne Bank
004QHN-E,06VXPQ-E,ChoiceOne Bank
06LF21-E,06VXPQ-E,ChoiceOne Bank
0642VJ-E,06VXPQ-E,ChoiceOne Bank
06LF1G-E,06VXPQ-E,ChoiceOne Bank
00683X-E,06VXPQ-E,ChoiceOne Bank
06LF1J-E,06VXPQ-E,ChoiceOne Bank
004QJH-E,06VXPQ-E,ChoiceOne Bank
008S7K-E,06VXPQ-E,ChoiceOne Bank
079DM8-E,06VXPQ-E,ChoiceOne Bank
0B0R1D-E,06VXPQ-E,ChoiceOne Bank
06LF1X-E,06VXPQ-E,ChoiceOne Bank
004QL3-E,06VXPQ-E,ChoiceOne Bank
06CYNW-E,05ML2D-E,"AlixPartners, LLP"
